"","order_id","created_at","assigned_at","picked_at","delivered_at","status","customer_id","city","lat","lon","distance_km","service_level","payment_method","items_count","order_value","delivery_fee","courier_id","note"
"454",454,"2024-04-09 09:58:47","2024-04-09 10:29:47","2024-04-09 10:43:47",NA,"picked",3148,"Kyiv",50.392958,30.341993,7.6,"  STANDART","COD",3,"5865","55.2",166,NA
"455",455,"2024-04-11 13:10:51",NA,NA,NA,"created",253,"Odesa",46.530934,30.736856,19.23,"Standart","Card",5,"694","78.46",122,"perishable"
"456",456,"2024-04-05 13:14:39","2024-04-05 14:12:39",NA,NA,"assigned",3953,"Kyiv",50.303944,30.470961,5.06,"Express","Card",5,"2747","75.18",24,"perishable"
"457",457,"2024-04-20 00:41:22",NA,NA,NA,"created",883,"Kyiv",50.408922,30.713755,22.59,"Express","COD",2,"5190","127.77",181,NA
"458",458,"2024-04-02 13:12:57",NA,NA,NA,"created",712,"Odesa",46.413538,30.745511,25.74,"Express","Card",3,"4777","137.22",171,NA
"459",459,"2024-04-11 16:07:53","2024-04-11 16:40:53",NA,NA,"assigned",1454,"Kyiv",50.523402,30.340786,13.71,"Standart","COD",6,"1069","67.42",34,"sharp"
"460",460,"2024-04-11 02:41:35","2024-04-11 03:29:35",NA,NA,"canceled",3459,"Kyiv",50.368998,30.579014,17.18,"Standart","Card",3,"2872","74.36",117,NA
"461",461,"2024-04-21 18:35:23","2024-04-21 18:57:23",NA,NA,"assigned",1984,"Odesa",46.470806,30.748698,0.27,"Standart","Card",5,"4643","40.54",127,"liquid"
"462",462,"21.04.2024 03:48",NA,NA,NA,"canceled",1680,"Lviv",49.774954,24.095204,6.61,"Express","COD",1,"3813","79.83",171,NA
"463",463,"02.04.2024 11:05",NA,NA,NA,"created",1274,"Lviv",49.858591,24.013736,3.49,"Express","COD",1,"5357","70.47",167,NA
"464",464,"2024-04-08 16:28:33","2024-04-08 16:43:33",NA,NA,"canceled",3360,"Odesa",46.416411,30.61648,15.63,"Standart","COD",2,"480","71,26",130,"fragile"
"465",465,"2024-04-07 23:00:25","2024-04-07 23:36:25","2024-04-08 00:00:25",NA,"picked",622,"Kyiv",50.496983,30.321768,17.28,"Express","Card",6,"2338","111.84",160,"sharp"
"466",466,"2024-04-25 19:01:36","2024-04-25 19:31:36","2024-04-25 19:47:36",NA,"picked",3559,"Kyiv",50.344465,30.34886,22.71,"Express","COD",5,"4260","128.13",193,"fragile"
"467",467,"2024-04-11 18:57:37","2024-04-11 19:19:37","2024-04-11 20:08:37","2024-04-11 20:49:37","delivered",3176,"Lviv",49.787523,23.9668,10.5,"Standart","Card",2,"1 552","61",41,NA
"468",468,"01.04.2024 12:51",NA,"2024-04-01 13:46:34","2024-04-01 14:14:34","delivered",2108,"Odesa",46.372459,30.702169,2.44,"Standart","COD",6,"1853","44.88",58,"perishable"
"469",469,"2024-04-25 21:18:11","2024-04-25 21:28:11","2024-04-25 22:17:11","2024-04-25 22:41:11","delivered",3949,"Lviv",49.829454,24.056701,7.39,"Standart","Card",3,"1 537","54.78",55,NA
"470",470,"2024-04-17 11:00:26","2024-04-17 11:29:26",NA,NA,"assigned",3495,"Odesa",46.504565,30.735869,18.71,"Express","COD",3,"3317","116.13",67,"fragile"
"471",471,"2024-04-25 02:05:56","2024-04-25 02:23:56",NA,NA,"picked",1267,"Kyiv",50.393229,30.678607,20.9,"Express","COD",4,"5791","122.7",83,NA
"472",472,"2024-04-26 07:36:26",NA,NA,NA,"created",2335,"Lviv",49.853609,24.094106,23.65,"Express","COD",2,"1698","0",108,"perishable"
"473",473,"2024-04-22 06:17:56","2024-04-22 06:41:56",NA,NA,"assigned",897,"Odesa",46.460775,30.724853,20.45,"Express","Card",1,"5255","121.35",95,"perishable"
"474",474,"2024-04-02 21:47:38",NA,NA,NA,"created",3756,"Lviv",49.872445,24.03781,22.82,"Standart","Card",3,"2444","85.64",23,"fragile"
"475",475,"2024-04-04 19:23:12",NA,NA,NA,"canceled",591,"Kyiv",50.450309,30.649522,7.31,"Express","Card",6,"4648","81.93",40,"perishable"
"476",476,"2024-04-24 03:38:02",NA,NA,NA,"created",616,"Kyiv",50.505545,30.300638,11.19,"Express","Card",2,"5848","93.57",185,"fragile"
"477",477,"2024-04-29 03:11:37","29.04.2024 04:06",NA,NA,"assigned",1652,"Kyiv",50.429747,30.371046,3.48,"Express","Card",3,"2 526","70.44",126,"fragile"
"478",478,"2024-04-05 16:30:46","2024-04-05 16:59:46",NA,NA,"picked",3129,"Odesa",46.477591,30.738884,11.42,"Express","Card",6,"3175","94.26",121,NA
"479",479,"2024-04-27 02:51:39","2024-04-27 03:35:39",NA,NA,"assigned",2027,"Kyiv",50.352804,30.689608,17.47,"Express","COD",6,"3 815","112.41",130,NA
"480",480,"2024-04-14 18:00:33","14.04.2024 18:13","2024-04-14 19:01:33",NA,"picked",1787,"Odesa",46.375053,30.62357,24.35,"Standart","Card",3,"507","88.7",64,NA
"481",481,"01.04.2024 08:54",NA,NA,NA,"assigned",3294,"Odesa",46.321073,30.721627,6.78,"Express","Card",6,"3863","80.34",19,"perishable"
"482",482,"2024-04-28 18:15:20","2024-04-28 18:53:20",NA,NA,"canceled",3813,"Odesa",46.325016,30.745033,7.88,"Express","COD",1,"1936","83.64",107,"fragile"
"483",483,"2024-04-23 03:54:28","2024-04-23 04:32:28",NA,NA,"assigned",2877,"Kyiv",50.459793,30.606712,8.5,"Standart","COD",5,"1 218","57",112," "
"484",484,"2024-04-04 10:41:05","2024-04-04 11:14:05",NA,NA,"canceled",3158,"Lviv",49.805797,23.91777,5.41,"Express","Card",1,"2183","76.23",77,"liquid"
"485",485,"2024-04-03 09:24:37",NA,NA,NA,"assigned",874,"Lviv",49.810097,23.91964,2.89,"  EXPRESS","Card",1,"4630","68.67",73,"perishable"
"486",486,"2024-04-21 01:43:48","2024-04-21 02:23:48","2024-04-21 02:40:48","2024-04-21 03:14:48","delivered",3065,"Lviv",49.797501,24.055997,11.83,"Standart","card  ",4,"4881","63.66",119,NA
"487",487,"2024-04-04 02:59:48",NA,NA,NA,"created",2317,"Kyiv",50.413805,30.341456,3.96,"Standart","COD",4,"2408","47.92",4,NA
"488",488,"2024-04-01 16:00:42",NA,"2024-04-01 17:50:42",NA,"picked",3950,"Odesa",46.343,30.739738,22.56,"Express","Card",1,"4 121","127.68",145,NA
"489",489,"2024-04-19 09:48:01",NA,NA,NA,"created",216,"Lviv",49.820074,23.968176,3.07,"Express","COD",3,"3761","69.21",79,NA
"490",490,"2024-04-23 15:31:37","23.04.2024 15:55",NA,NA,"canceled",977,"Lviv",23.95596,49.859195,20.87,"Express","COD",1,"3 054","122.61",52,"perishable"
"491",491,"2024-04-21 05:13:54","21.04.2024 05:25",NA,NA,"canceled",1967,"Kyiv",50.307755,30.624123,23.85,"Standart","COD",5,"3041","87.7",109,NA
"492",492,"2024-04-15 08:12:20",NA,NA,NA,"canceled",2921,"Kyiv",50.27205,30.452655,11.11,"Standart","Card",4,"5 600","62.22",168,"fragile"
"493",493,"2024-04-19 14:39:16","2024-04-19 15:13:16",NA,NA,"canceled",621,"Kyiv",50.396602,30.626307,0.87,"  EXPRESS","Card",3,"1038","62.61",90,NA
"494",494,"2024-04-06 20:27:25","2024-04-06 20:57:25",NA,NA,"canceled",1645,"Kyiv",50.536715,30.681961,16.54,"Standart","Card",5,"4546","73,08",138,NA
"495",169,"2024-04-14 10:38:12","2024-04-14 11:25:12",NA,NA,"canceled",1687,"Odesa",46.527772,30.709391,8.64,"Express","COD",3,"4116","85,92",192,"fragile"
"496",496,"2024-04-14 12:32:09",NA,NA,NA,"created",3290,"Kyiv",50.477677,30.376499,25.6,"Express","Card",1,"1698","136.8",58,"sharp"
"497",497,"2024-04-07 17:41:21","2024-04-07 17:54:21",NA,NA,"canceled",1446,"Kyiv",50.303361,30.573163,5.36,"Express","COD",4,"446","76.08",192,NA
"498",498,"10.04.2024 00:25",NA,NA,NA,"created",1346,"Odesa",46.473199,30.757594,16.46,"Express","COD",1,"3151","109.38",107,NA
"499",499,"2024-04-11 17:29:21","2024-04-11 18:16:21","11.04.2024 18:50",NA,"delivered",2048,"Kyiv",50.466525,30.572354,6.6,"Standart","COD",1,"3239","53.2",42,"sharp"
"500",500,"2024-04-07 06:39:54",NA,NA,NA,"created",3829,"Odesa",46.508651,30.627277,15.81,"Standart","COD",4,"723","0",196,NA
